sentence,label,text_clean
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",positive,finnair plc carry record million passenger increase percent previous year finnish national carrier report tuesday
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",positive,finnish consulting engineering group poyry plc omx helsinki poy say wednesday october award contract tanqia dibba fzc owner engineer wastewater system dibba emirate fujairah uae
"Finnish financial solutions developer Basware Corporation ( OMX Helsinki BAS1V ) said on Tuesday ( 23 September ) that it will deliver a complete Invoice Automation solution to a large US engineering , construction and technical services organization .",positive,finnish financial solution developer basware corporation omx helsinki ba say tuesday september deliver complete invoice automation solution large we engineering construction technical service organization
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,positive,finnish handling system company cargotec oyj hel cgcbv say today eur million usd contract deliver macgregor hatch cover ship order norwegian shipowner grieg shipping
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,positive,finnish operator elisa aker yard sign long term service deal elisa deliver necessary voice datum service aker yard finland
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",positive,finnish steel maker rautaruukki oyj ruukki say july mln euro mln contract supply install steel superstructure partihallsforbindelsen bridge project gothenburg western sweden
"Fiskars has a strong portfolio of international brands , which include Fiskars , Iittala , Gerber , Silva and Buster .",positive,fiskar strong portfolio international brand include fiskar iittala gerber silva buster
"For Teleste , the acquisition marks an entry into services business in a market where it has long been an established and significant supplier of products .",positive,teleste acquisition mark entry service business market long establish significant supplier product
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",positive,forestry also high drive yesterday bullish analyst comment stora enso dagen industri dealer say
"Furthermore , efficiency improvement measures initiated earlier are now bearing fruit , '' CEO Jan Lang said .",positive,furthermore efficiency improvement measure initiate early bear fruit ceo jan lang say
Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .,positive,global banking news september tieto corporation pohjola bank pink pojlf cooperate swift service
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,positive,hearst able consolidate russian market advertising press purchase
"Helsingin Uutiset , Vantaan Sanomat and Lansivayla reach some 385,000 readers , or more than 40 % of the consumers in the greater Helsinki region .",positive,helsingin uutiset vantaan sanomat lansivayla reach reader consumer great helsinki region
"HELSINKI ( AFX ) - Metso said it will upgrade one of UPM-Kymmene 's four paper machines at the latter 's mill in Jaemsaenkoski with a new coating color supply system , machine and process controls and quality measurements .",positive,helsinki afx metso say upgrade one upm kymmene four paper machine latter mill jaemsaenkoski new coating color supply system machine process control quality measurement
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",positive,however simdax remain available market already approve marketing authorisation submit application country orion add
"However , the broker gave an `` outperform '' recommendation on the stock .",positive,however broker give outperform recommendation stock
"However , the total orders received will still be above last year s levels .",positive,however total order receive still last year level
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",positive,accordance strategy strengthen local presence establish representative office south africa october
"In addition , Lehdentekijat Oy will start producing a new membership magazine , Viisas Raha ( Wise Money ) for the Association .",positive,addition lehdentekijat oy start produce new membership magazine viisa raha wise money association
"In future , the company intends to look for know-how from outside the company and to cooperate with other actors in the sector .",positive,future company intend look know outside company cooperate actor sector
Industry Investment is very interested in Glaston 's solar energy projects .,positive,industry investment interested glaston solar energy project
It also has potential clients in the growing environmental and recycling technology sectors .,neutral,also potential client grow environmental recycling technology sector
It is now the leading private road ambulance service company in Finland .,positive,lead private road ambulance service company finland
"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",positive,know post bank concept would see fidelity bank roll office ghana post premise provide financial service person
"Kone 's factory located at Ayanambakkam , a suburb to the west of Chennai , is a fully integrated facility which gives it the capability to address costs .",positive,kone factory locate ayanambakkam suburb west chennai fully integrate facility give capability address cost
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,last year sysopen digia invest ibm product know building portal trading place system successfully implement customer solution support
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",positive,adp news oct finnish consulting engineering company poyry oyj omx poy say today award eur million usd extension exist consultancy engineering contract venezuel
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive,adp news oct finnish food company raisio oyj omx raivv say today net profit jump eur million usd first nine month eur million period
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive,adp news sep finnish security privacy software solution developer stonesoft oyj say today usd million eur order deliver stonegate network security product unnamed russian the
"Meanwhile , Electrowatt-Ekono Philippines , Inc. was also awarded a three-year operation and maintenance ( O&M ) contract by FR Cement Corporation .",positive,meanwhile electrowatt ekono philippine inc also award three year operation maintenance contract fr cement corporation
"Meanwhile , Nokia said that it will be able to deliver a complete range of services from deployment operations to consulting and integration to managed services as a result of the buyout .",positive,meanwhile nokia say able deliver complete range service deployment operation consulting integration manage service result buyout
Metso Paper 's delivery will comprise an Advantage DCT 200 tissue machine including quality control and distributed control systems ( QCS-DCS ) .,neutral,metso paper delivery comprise advantage dct tissue machine include quality control distribute control system qcs dc
Net sales in 2007 totalled EUR 329 million and the operating margin was above 19 % .,neutral,net sale totall eur million operating margin
"Nevertheless , Fitch notes that the business fundamentals of the three banks currently remain sound .",positive,nevertheless fitch note business fundamental three bank currently remain sound
"Nokia controls more than 50 percent of phone sales in India and Africa , and has a strong prosition on most other emerging markets .",positive,nokia control percent phone sale india africa strong prosition emerge market
"Nokia will provide Indosat turnkey services , including civil works , network planning , implementation and integration of a WCDMA 3G-HSPA network .",neutral,nokia provide indosat turnkey service include civil work network planning implementation integration wcdma hspa network
NORDIC BUSINESS REPORT-26 June 2006-Metso Corporation wins EUR50m equipment order in Australia - 1998-2006 M2 COMMUNICATIONS LTD The Finnish engineering and technology group Metso Corporation said on Monday ( 26 June ) that it has received a EUR50m equipment order in Australia .,positive,nordic business report June metso corporation win eur equipment order australia communication ltd finnish engineering technology group metso corporation say Monday June receive eur equipment order australia
"Of the sales price , a sales gain of some 3.1 mln euro ( $ 4.5 mln ) will be recognized in Incap 's earnings for 2007 .",positive,sale price sale gain mln euro mln recognize incap earnings
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive,outotec net profit second quarter jump mln euro mln mln euro mln year ago
Panostaja Oyj s ( Panostaja ) Board of Directors decided on 16 December 2010 on a new long-term incentive and commitment plan for members of the management team .,positive,panostaja oyj panostaja board director decide december new long term incentive commitment plan member management team
"Pioneer Library System was one of 127 libraries , municipalities , arts , culture and higher education and science organizations to have been awarded grants to participate in The Big Read , the largest federal reading program in U.S. history .",positive,pioneer library system one library municipality art culture high education science organization award grant participate big read large federal reading program history
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,positive,pretax profit jump eur million eur million
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive,profitability ebit compare previous year period
Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .,positive,raute corporation receive order worth eur million ooo ilim bratsk dok russia
"Recovery has been evident in the liquid handling business , particularly in areas outside Europe and primarily in North America and Asia .",positive,recovery evident liquid handling business particularly area outside europe primarily north america asia
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",positive,sale improve sek mn compare sek mn
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive,savon koulutuskuntayhtyma finland base company award contract specialist agricultural forestry machinery
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,positive,skf april alandsbanken give buy recommendation swedish industrial company skf ab sto skf share price target sek
Sony Ericsson and Nokia dominated the list of best-selling handsets with five models each .,positive,Sony ericsson nokia dominate list good sell handset five model
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",positive,speak drink today spokesperson olvi say perform well four country operate namely finland estonia latvia lithuania
Sports equipment sales also progressed well owing to the prolonged winter season .,positive,sport equipment sale also progress well ow prolong winter season
Stockmann MasterCard has widened the scope of this cooperation to Estonia and Latvia .,positive,stockmann mastercard widen scope cooperation estonia latvia
Stora Enso will record a capital gain of EUR 33 million as a non-recurring financial item in its fourth quarter 2006 results .,neutral,stora enso record capital gain eur million non recur financial item fourth quarter result
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,positive,tele affarsvarlden give buy recommendation mobile operator tele ab share price target crown euro
That topped consensus forecasts for earnings of 0.21 euros a share .,positive,top consensus forecast earnings euro share
The acquisition of Kaupthing Sverige will bring a significant positive non-recurring addition to the group 's performance .,positive,acquisition kaupthing sverige bring significant positive non recur addition group performance
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,positive,acquisition immediate positive impact aspocomp financial result
The amending of the proposal simplifies the proposed plan and increases the incentive for key employees to stay in the Company .,positive,amend proposal simplify propose plan increase incentive key employee stay company
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,australian company mirabela nickel award outokumpu technology contract grinding technology nickel sulfide project bahia state brazil
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",positive,broker initiate palfinger ag konecrane oyj buy recommendation eur price target respectively
"The buyer aims to thus reinforce its position in Denmark , Martela Group managing director Heikki Martela said .",positive,buyer aim thus reinforce position denmark martela group manage director heikki martela say
The companies have agreed on long-term cooperation to mechanise harvesting in Stora Enso 's eucalyptus plantations in Southern China .,positive,company agree long term cooperation mechanise harvesting stora enso eucalyptus plantation southern china
The company aims to maintain this trend in profitability during the current year .,positive,company aim maintain trend profitability current year
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,positive,company also say poland profitability program launch oborniki steel frame sandwich panel plant
"The company has established a 3G base station at about 17,000 feet at the foot of Mount Everest that will enable mountain climbers at the 29,035-foot summit to surf the Internet and even send videos of their exploits .",positive,company establish base station foot foot mount everest enable mountain climber foot summit surf internet even send video exploit
The company is also featured in the Ethibel Pioneer Investment Register and included in Innovest 's Global 100 list of the world 's most sustainable corporations .,positive,company also feature ethibel pioneer investment register include innovest global list world sustainable corporation
"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 .",positive,company goal achieve annual savings eur million usd two third realize
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,positive,company say observe current stabilisation price potential high price delivery first quarter
The company will also be compensated for acting as a reserve batch plant .,positive,company also compensate acting reserve batch plant
The Group also has a strong global position in other fishing categories .,positive,group also strong global position fishing category
The Group 's cash flow from operations will be positive .,positive,group cash flow operation positive
The mill has long traditions and holds an established position in the markets .,positive,mill long tradition hold establish position market
"The move is aimed at boosting sales , cost-efficiency and market share in Finland .",positive,move aim boost sale cost efficiency market share finland
The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .,neutral,newspaper alma media arena partner enter cooperation agreement use alma marketplace service respective region
"The original name Componenta +m+l , as a subsidiary of the Finnish Componenta Group , has been changed to +m+l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",positive,original name componenta subsidiary finnish componenta group change component company see growth comparison
The parties have also agreed on options that allow UH to extensively implement later on also functionalities of human resources management .,positive,party also agree option allow uh extensively implement late also functionality human resource management
"The pilot project proved that RIFD technology is ideal for our purposes '' , comments Olli Saarinen , Material Handling Supervisor at Yara .",positive,pilot project prove rifd technology ideal purpose comment olli saarinen material handling supervisor yara
"The planned facility , estimated to cost around $ 814 million , would be the largest biodiesel plant in the world , and use palm oil certified by the Roundtable on Sustainable Palm Oil ( RSPO ) .",positive,plan facility estimate cost around million would large biodiesel plant world use palm oil certify roundtable sustainable palm oil rspo
This combined with foreign investments creates interesting opportunities for Solteq .,positive,combine foreign investment create interesting opportunity solteq
"This is Done Logistics ' largest order in Norway , the diversified group said .",positive,do logistics large order norway diversify group say
This resulted in improved sales figures in Sweden .,positive,result improve sale figure sweden
"To choose BasWare as the tools for our Financial Service seemed like a natural continuation of our cooperation '' , says Tommi Leskinen , Financial Applications Manager , Neste Oil Corporation .",neutral,choose basware tool financial service seem like natural continuation cooperation say tommi leskinen financial application manager neste oil corporation
"Under the agreement GeoSentric will provide GyPSii-powered hotel information and reservation services to visitors to China , including such popular cities as Beijing and Shanghai .",positive,agreement geosentric provide gypsii power hotel information reservation service visitor china include popular city beij shanghai
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",positive,vaisala also say expect net sale eur million compare eur million record
Validating our fgVoIP client through Symbian Signed represents a significant step forward in accomplishing this goal .,positive,validate fgvoip client symbian sign represent significant step forward accomplish goal
"Wartsila won the contract in October 2007 and the plant will be installed at Manturovo in the Kostroma region of Russia , about 600 km northeast of Moscow , Russia .",positive,wartsila contract october plant install manturovo kostroma region russia kilometer northeast moscow russia
"We are honored to be recognized by Gartner as a specialist in Business Process Modeling and Analysis , in the company of many of the largest software vendors in the world .",positive,honor recognize gartner specialist business process modeling analysis company many large software vendor world
We are now in a position to pursue novel clinical candidates going forward . '',positive,position pursue novel clinical candidate go forward
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,positive,upm kymmene upgrade line underperform goldman sach
`` Consumers have very well received our packed fresh meat .,positive,consumer well receive pack fresh meat
`` Demand for sports equipment was good in 2005 .,positive,demand sport equipment good
"`` Last year , Finnair recorded a 32.6-percent growth on the Asian sector , carrying more than 1.10 million passengers between the two continents . ''",positive,last year finnair record percent growth Asian sector carry million passenger two continent
`` The additional flight linking Mumbai with Helsinki was dictated by the strong traffic demand between Asia and Europe .,positive,additional flight link mumbai helsinki dictate strong traffic demand asia europe
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,positive,lower price we competitor show real estate market stabilise return balance apartment acquire fair price eye client
"`` The new structure provides better communication , faster decision-making and cost savings , '' Proha said .",positive,new structure provide good communication fast decision making cost savings proha say
"`` This contract demonstrates our ability to apply our minerals and metals technologies in adjacent industries , such as oil shale processing .",positive,contract demonstrate ability apply mineral metal technology adjacent industry oil shale processing
`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,positive,pleased deliver basware invoice automation solution major retail company we
"`` We have tailored our solutions to meet Solel 's technical requirements , and the result is both cost-effective manufacturing and highest-quality reflectors . ''",positive,tailor solution meet solel technical requirement result cost effective manufacturing high quality reflector
`` We 've been feeling quite positive about the region as a whole .,positive,feel quite positive region whole
21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .,positive,december finnish industrial machinery company wartsila oyj abp hel wrt say yesterday order design liquefy natural gas lng power platform supply vessel psv norwegian oil service provider eidesvik offshore asa osl eiof
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive,finlan list food industry company hkscan group control company baltic improve revenue eur mn eur mn eur mn year
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,finnish airline finnair deal uk public sector official airline flight London heathrow osaka japan well flight manchester uk helsinki finland
Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,positive,finnish cargotec award significant order total hiab loader crane bae system we
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive,finnish cargotec kalmar receive significant order we department defense
Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,positive,finnish outotec award contract supply new zinc roaster gas cleaning sulphuric acid plant ozk kardzhali zinc smelter bulgaria
"Finnish P+yry has been awarded an engineering contract by CFR , the national railway company of Romania .",positive,finnish yry award engineering contract cfr national railway company romania
"According to a report by Neomarkka , Kuitu Finland 's customers are interested in buying the company 's products when it restarts production .",positive,accord report neomarkka kuitu finland customer interested buy company product restart production
"As a result , the distribution companies will start to distribute , in addition to their current product offering , Shimano reels , rods and other Shimano fishing tackle products on an exclusive basis .",positive,result distribution company start distribute addition current product offering shimano reel rod shimano fishing tackle product exclusive basis
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive,cargotec germany gmbh award contract stadtverwaltung mainz chassis body open procedure
CEO Erkki J+rvinen is happy with the company 's performance in 2010 .,positive,ceo erkki rvinen happy company performance
Deliveries have started and the network will be ready for a launch soon .,positive,delivery start network ready launch soon
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive,earnings per share quarter also high year year eur versus market expectation eur
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",positive,ebitda year improve eur compare eur
"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .",positive,estonian telecom company elisa customer number cross tallinn oct bns estonian telecomumication company elisa approximately new client nine month year bring number end september company say
"Exel Composites ' long-term growth prospects remain favourable , however .",positive,exel composite long term growth prospect remain favourable however
fi is developing cooperation in keyword advertising with Microsoft .,positive,fi develop cooperation keyword advertising microsoft
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",positive,finnish construction group lemminkainen oyj hel lem say today contract provide technical service nevsky centre shopping mall open November st petersburg russia
Finnish mobile operator DNA will function as a subcontractor to Maingate and will be responsible for telecommunications connections .,positive,finnish mobile operator dna function subcontractor maingate responsible telecomumication connection
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",positive,finnish software developer basware oyj say November subsidiary basware inc order provide software contract lifecycle management unnamed medical technology company
"Honka 's subsidiaries in France and Germany will also benefit by , for example , arranging customer events in conjunction with World Cup skiing competitions .",neutral,honka subsidiary France germany also benefit example arrange customer event conjunction world cup ski competition
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,however sale volume food industry expect remain relatively good level finland scandinavia atria say
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,positive,incap lankapaja aim enter actual agreement transfer sheet metal production buyer february order complete transfer march
Mr Kivimeister said John Deer former Timberjack stands to win in the situation : it controls around 60 % of Estonia 's forest machinery market .,positive,mr kivimeister say john deer former timberjack stand win situation control around estonia forest machinery market
Nokia and Elisa will work together to bring a superior mobile gaming experience for Elisa customers .,positive,nokia elisa work together bring superior mobile gaming experience elisa customer
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive,nordea see return positive growth baltic country
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive,operating profit improve eur mn
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,operating profit improve eur mn eur mn
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive,operating profit improve er mn eur mn
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive,operating profit improve eur mn eur mn
Outokumpu 's chief executive Juha Rantanen expressed his confidence in China market .,positive,outokumpu chief executive juha rantanen express confidence china market
"Previously , the company anticipated its operating profit to improve over the same period .",positive,previously company anticipate operating profit improve period
Productional situation has now improved .,positive,productional situation improve
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,positive,rautaruukki say construction group yit award mln eur contract supply steel structure new bridge span kemijoki river northern finland
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",positive,sale come mln eur compare mln also beat consensus forecast mln eur
"Sales VAT inclusive expanded by 19 percent , to 351 million euros .",positive,sale vat inclusive expand percent million euro
Strong growth has continued also in China .,positive,strong growth continue also china
Synergy benefits will start to materialise in the second quarter .,positive,synergy benefit start materialise second quarter
Teleste and Sentry 360 have formed an integration partnership between Sentry s advanced 360-degree immersive camera product line and Teleste s enterprise video management systems .,positive,teleste sentry form integration partnership sentry advanced degree immersive camera product line teleste enterprise video management system
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",positive,thanks multiply effect wagon performance transport much efficient say development manager juha malkia vr cargo
The ` buy ' recommendation was reiterated .,positive,buy recommendation reiterate
The aim is to achieve EUR 2.5 mn yearly savings .,positive,aim achieve eur mn yearly savings
The borrower was happy to do the roadshow and this paid off as the hit ratio from it was high .,positive,borrower happy roadshow pay hit ratio high
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",positive,company make garden tool scissors consumer goods say earnings boost mln eur income receive pct shareholding finnish engineering group wartsila
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,positive,company anticipate turnover whole surpass previous year eur million
The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,neutral,company negotiate amendment financial covenant present credit agreement regard situation september
The EPS improved to EUR0 .38 from EUR0 .27 .,positive,eps improve eur eur
The expansion aims to attract new customers both in Finland and abroad .,positive,expansion aim attract new customer finland abroad
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,positive,federal secretary transport communication mexico award poyry Mexican partner sintra consulting contract connection buenavista cuautitlan suburban railway
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",positive,financial impact estimate annual improvement eur division result fiscal year
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,financial impact estimate meur annual improvement division result start fiscal year
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,positive,finnish group anticipate sale gain eur tax expense
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",positive,launch plant June go well produce advanced fuel couple week
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,positive,party agree negotiate definitive distribution license agreement end June
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive,rationalization operation seek achieve eur million yearly savings second quarter current financial year
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive,sale result gain eur million second quarter oriola kd support finnish company strategy focus pharmaceutical wholesale retail operation
The stock of new machines is reasonably small and new orders bring work .,positive,stock new machine reasonably small new order bring work
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,positive,third order award outokumpu technology shalkiya zinc kazakhstan shalkiya zinc lead project kazakhstan
These companies will be able to keep their market positions .,positive,company able keep market position
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,positive,acquisition support strategy close customer around world offering equipment related service
This lays a foundation for sustainable business development for the long term .,neutral,lay foundation sustainable business development long term
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",positive,turun kaupunkin finland base company award contract lemminkainen talotekniikka oy electrical installation work
The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,positive,world big magazine paper maker say program improve efficiency include close several least competitive mill would cover company operation result annual savings euro million we million
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,moderate significant change result significant reduction estimate cvd risk
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,uponor improve performance spite decrease residential construction we
The inventor was issued U.S. Patent No. .,neutral,inventor issue patent
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",positive,israeli cable network operator hot telecom choose teleste international technology group exclusive provider fttx equipment israel accord teleste today
Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,neutral,incap corporation stock exchange release may incap corporation direct share issue subscribe full board incap corporation approve subscription direct share issue
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",neutral,amer sport divest industrial site rumilly France announcement distribute thomson reuter behalf thomson reuter client
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",neutral,simultaneously responsibility area extend legal affair cover also merger acquisition
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,neutral,board director propose extraordinary general meeting authorise board decide issuance maximum mn new share one share issue
`` BG Crane has been a strong partner for Hiab in Australia for many years .,neutral,bg crane strong partner hiab australia many year
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",neutral,plant ground continue grow success garden lie well maintain
"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",neutral,purchase site worth million thame gateway provide home
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",neutral,poyry contract include engineering management civil detail engineering service time scheduling procurement service
"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix .",neutral,group brand portfolio include lead brand industry rapala global brand like vmc storm blue fox luhr jensen williamson marttiini sufix
"It 's `` finger-friendly '' , and to my opinion , really fast .",neutral,finger friendly opinion really fast
"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",neutral,thanks nokia lulu proud publish novel find
"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .",neutral,summer collection joyfully fresh like vitamin injection say head design margareta van den bosch
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",neutral,maximum employee work karttakeskus responsible produce geographic information service affect company add
