sentence,label,text_clean
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",positive,due rapid expansion market share tallink term passenger carriage tallinna sadam port tallinn totale percent November percent November
Cash Flow from Operations for the most recent quarter also reached a eight year low .,negative,cash flow operation recent quarter also reach eight year low
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 .",positive,earnings per share eps amount eur loss eur
"Earnings per share ( EPS ) were EUR0 .03 , up from the loss of EUR0 .083 .",positive,earnings per share eps eur loss eur
"Operating profit totalled EUR 0.4 mn , up from an operating loss of EUR 0.8 mn year-on-year .",positive,operating profit totall eur mn operating loss eur mn year year
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive,operating profit totall eur mn loss eur mn second quarter
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,positive,operating result include non recur item rise eur mn loss eur mn
"Tiimari , the Finnish retailer , reported to have geenrated quarterly revenues totalling EUR 1.3 mn in the 4th quarter 2009 , up from EUR 0.3 mn loss in 2008 .",positive,tiimari finnish retailer report geenrate quarterly revenue total eur mn that quarter eur mn loss
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 .",positive,operating profit totall eur mn loss eur mn fourth quarter
"Operating profit was EUR 0.6 mn , up from a loss of EUR 19mn a year earlier .",positive,operating profit eur mn loss eur mn year early
The investments and operational changes enable additional optimisation of the working hours and thereby further cost savings of some 7 % -9 % .,positive,investment operational change enable additional optimisation working hour thereby cost savings
"Shareholder 's full name and ID code : - Petri Ailus , born 15.9.1966 For further information , please contact Isto Hantila , CEO , tel. +358 9 591 8342 .",neutral,shareholder full name id code Petri ailus bear information please contact isto hantila ceo telephone
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",positive,september finnish stationery gift retailer tiimari hel tii say today net sale rose year year eur august drive growth finland demand baltic remain weak
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month .",positive,cet Monday share bavarian nordic climb dkk stock exchange copenhagen lose past month
"For example , net sales increased by 5.9 % from the first quarter , and EBITDA increased from a negative EUR 0.2 mn in the first quarter of 2009 .",positive,example net sale increase first quarter ebitda increase negative eur mn first quarter
"At this growth rate , paying off the national debt will be extremely painful .",negative,growth rate pay national debt extremely painful
`` Our customer has been satisfied with Basware Invoice Automation solution and extends the implementation to new geographies .,positive,customer satisfy basware invoice automation solution extend implementation new geography
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive,separate side business able fast expand develop tapro retail network
"According to Viking Line 's Managing Director , Nils-Erik Eklund , the company 's Board of Directors is very satisfied with Viking Line 's performance .",positive,accord vike line manage director nils erik eklund company board director satisfy viking line performance
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,positive,combine deep domain expertise application service management asm outsource service offering prove win combination
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",positive,finnish construction company yit oyj say November mln euro mln contract construct new office building local property company tapiola real estate oy
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,positive,major order india comptel corporation receive significant long term order mediation provisioning solution use lead operator india
Olvi has posted a strong set of figures for the first six months of this year .,positive,olvi post strong set figure first six month year
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,positive,operating profit improve eur mn eur mn
Our standardised services have met with a positive reception among our customers as well as at Itella .,positive,standardise service meet positive reception among customer well itella
Performance in the second half of 2009 exceeded expectations .,positive,performance second half exceed expectation
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive,ponsse project forest machine market improve expect previous year
"Ragutis , which is based in Lithuania 's second-largest city Kaunas , boosted its sales last year 22.3 per cent to 36.4 million liters .",positive,ragutis base lithuania second large city kaunas boost sale last year per cent million liter
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February .",positive,raisio bid buy glisten win win deal company chairman uk snack firm tell food today february
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 .,positive,aim annual improvement ruukki construction operating profit eur million usd starting
"The transaction will have a positive impact of around EUR2m on earnings , which Ruukki will recognize during the fourth quarter of this year .",positive,transaction positive impact around eur earnings ruukki recognize fourth quarter year
`` The combined activities will create value for shareholders and be good for our employees and customers .,positive,combine activity create value shareholder good employee customer
`` The trend in the sports and leisure markets was favorable in the first months of the year .,positive,trend sport leisure market favorable first month year
27 January 2011 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today it has won a EUR1 .2 m ( USD1 .6 m ) contract from state-owned Lithuanian Social Insurance Institution ( SODRA ) .,positive,january finnish solution provider affecto oyj hel afe say today eur usd contract state own lithuanian social insurance institution sodra
Finnish construction group Lemmink+inen has been awarded two road building contracts by the Lithuanian transport administration .,positive,finnish construction group lemmink inen award two road building contract lithuanian transport administration
"Finnish flexible packaging manufacturer Suominen Corporation reports net sales of EUR 54.5 mn in the first quarter of 2008 , compared with EUR 54.3 mn a year earlier .",positive,finnish flexible packaging manufacturer suominen corporation report net sale eur mn first quarter compare eur mn year early
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia .",positive,finnish metso paper award contract rebuild sabah forest industry sfi pulp mill sabah malaysia
Finnish Outokumpu Technology has been awarded several new grinding technology contracts .,positive,finnish outokumpu technology award several new grinding technology contract
Finnish Rautaruukki has been awarded a contract to supply and install steel superstructures for the Partihallsf+rbindelsen bridge in Gothenburg in Sweden .,positive,finnish rautaruukki award contract supply install steel superstructure partihallsf rbindelsen bridge gothenburg sweden
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",positive,accord atria president ceo matti tikkakoski company swedish operation significantly improve first quarter
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again .",positive,accord nordic financial group nordea analyst sami sarkamy make nokia portfolio competitive
"Arvo Vuorenmaa , the Loviisa plant 's general manager said the application for the new licence was a `` standard '' procedure and that he was `` quite confident '' about approval being granted .",positive,arvo vuorenmaa loviisa plant general manager say application new licence standard procedure quite confident approval grant
"BasWare 's CEO Ilkka Sihvo comments in conjunction with the Interim Report : `` As a whole , BasWare succeeded well in the second quarter of 2007 .",positive,basware ceo ilkka sihvo comment conjunction interim report whole basware succeed well second quarter
Cision says the sale will return its U.K. operation to profitability .,positive,cision say sale return operation profitability
"Citigroup , Inc ( NYSE : C ) has announced that its Global Transaction Services ( GTS ) business has been awarded a new mandate by Finland-based Pohjola Bank Group .",positive,citigroup inc nyse announce global transaction service gt business award new mandate finland base pohjola bank group
"Department store sales improved by 14 % to EUR 1,070.6 mn .",positive,department store sale improve eur mn
"Finland 's national carrier Finnair PLC carried a record 8.5 million passengers in 2005 , an increase of 4.5 percent on the previous year , the airline reported Tuesday .",positive,finland national carrier finnair plc carry record million passenger increase percent previous year airline report tuesday
"Finnair PLC carried a record 8.8 million passengers in 2006 , an increase of 3.5 percent on the previous year , the Finnish national carrier reported Tuesday .",positive,finnair plc carry record million passenger increase percent previous year finnish national carrier report tuesday
"Finnish consulting and engineering group Poyry Plc ( OMX Helsinki : POY ) said on Wednesday ( 1 October ) that it has been awarded a contract by Tanqia Dibba FZC as owner-engineer for the wastewater system of Dibba , Emirate of Fujairah , UAE .",positive,finnish consulting engineering group poyry plc omx helsinki poy say wednesday october award contract tanqia dibba fzc owner engineer wastewater system dibba emirate fujairah uae
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,positive,finnish handling system company cargotec oyj hel cgcbv say today eur million usd contract deliver macgregor hatch cover ship order norwegian shipowner grieg shipping
"Finnish steel maker Rautaruukki Oyj ( Ruukki ) said on July 7 , 2008 that it won a 9.0 mln euro ( $ 14.1 mln ) contract to supply and install steel superstructures for Partihallsforbindelsen bridge project in Gothenburg , western Sweden .",positive,finnish steel maker rautaruukki oyj ruukki say july mln euro mln contract supply install steel superstructure partihallsforbindelsen bridge project gothenburg western sweden
"However , the broker gave an `` outperform '' recommendation on the stock .",positive,however broker give outperform recommendation stock
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive,last year sysopen digia invest ibm product know building portal trading place system successfully implement customer solution support
"( ADP News ) - Oct 1 , 2008 - Finnish consulting and engineering company Poyry Oyj ( OMX : POY1V ) said today it was awarded a EUR 5.2 million ( USD 7.4 m ) extension to their existing consultancy engineering contract with Venezuel",positive,adp news oct finnish consulting engineering company poyry oyj omx poy say today award eur million usd extension exist consultancy engineering contract venezuel
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive,adp news oct finnish food company raisio oyj omx raivv say today net profit jump eur million usd first nine month eur million period
"( ADP News ) - Sep 30 , 2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te",positive,adp news sep finnish security privacy software solution developer stonesoft oyj say today usd million eur order deliver stonegate network security product unnamed russian the
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,positive,outotec net profit second quarter jump mln euro mln mln euro mln year ago
Pretax profit jumped to EUR 21.9 million from EUR 3.1 million .,positive,pretax profit jump eur million eur million
"Profitability ( EBIT % ) was 13.9 % , compared to 13.1 % in the previous-year period .",positive,profitability ebit compare previous year period
"Sales improved to SEK 1,553 mn , compared with SEK 1,408 mn .",positive,sale improve sek mn compare sek mn
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery .",positive,savon koulutuskuntayhtyma finland base company award contract specialist agricultural forestry machinery
SKF 6 April 2010 - Alandsbanken has given a `` buy '' recommendation on Swedish industrial company SKF AB ( STO : SKF B ) with a share price target of SEK150 .,positive,skf april alandsbanken give buy recommendation swedish industrial company skf ab sto skf share price target sek
Sports equipment sales also progressed well owing to the prolonged winter season .,positive,sport equipment sale also progress well ow prolong winter season
TELE2 Affarsvarlden gave a `` buy '' recommendation on mobile operator Tele2 AB and a share price target of 142 crowns ( $ 23.54 - 15.19 euro ) .,positive,tele affarsvarlden give buy recommendation mobile operator tele ab share price target crown euro
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,positive,acquisition immediate positive impact aspocomp financial result
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,australian company mirabela nickel award outokumpu technology contract grinding technology nickel sulfide project bahia state brazil
The company also said that in Poland a profitability program has been launched at the Oborniki steel frame and sandwich panel plant .,positive,company also say poland profitability program launch oborniki steel frame sandwich panel plant
The Group also has a strong global position in other fishing categories .,positive,group also strong global position fishing category
"The original name Componenta +m+l , as a subsidiary of the Finnish Componenta Group , has been changed to +m+l Components and the company has seen a 63 % growth in Q1 2010 , in comparison to Q1 2009 .",positive,original name componenta subsidiary finnish componenta group change component company see growth comparison
This resulted in improved sales figures in Sweden .,positive,result improve sale figure sweden
- UPM-Kymmene upgraded to ` in-line ' from ` underperform ' by Goldman Sachs .,positive,upm kymmene upgrade line underperform goldman sach
`` Demand for sports equipment was good in 2005 .,positive,demand sport equipment good
Finlan 's listed food industry company HKScan Group controlled companies in the Baltics improved revenues by EUR 3.5 mn to EUR 160.4 mn in 2010 from EUR 156.9 mn in the year before .,positive,finlan list food industry company hkscan group control company baltic improve revenue eur mn eur mn eur mn year
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",positive,finnish airline finnair deal uk public sector official airline flight London heathrow osaka japan well flight manchester uk helsinki finland
Finnish Cargotec 's Kalmar has received a significant order from the US Department of Defense .,positive,finnish cargotec kalmar receive significant order we department defense
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive,cargotec germany gmbh award contract stadtverwaltung mainz chassis body open procedure
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive,earnings per share quarter also high year year eur versus market expectation eur
"EBITDA for the year 2009 improved to EUR484m , as compared with EUR472m in 2008 .",positive,ebitda year improve eur compare eur
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",positive,finnish construction group lemminkainen oyj hel lem say today contract provide technical service nevsky centre shopping mall open November st petersburg russia
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",positive,finnish software developer basware oyj say November subsidiary basware inc order provide software contract lifecycle management unnamed medical technology company
"However , sales volumes in the food industry are expected to remain at relatively good levels in Finland and in Scandinavia , Atria said .",positive,however sale volume food industry expect remain relatively good level finland scandinavia atria say
Nordea sees a return to positive growth for the Baltic countries in 2011 .,positive,nordea see return positive growth baltic country
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive,operating profit improve eur mn
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,operating profit improve eur mn eur mn
Operating profit improved by 44.0 % to ER 4.7 mn from EUR 3.3 mn in 2004 .,positive,operating profit improve er mn eur mn
Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .,positive,operating profit improve eur mn eur mn
"Previously , the company anticipated its operating profit to improve over the same period .",positive,previously company anticipate operating profit improve period
Productional situation has now improved .,positive,productional situation improve
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,positive,rautaruukki say construction group yit award mln eur contract supply steel structure new bridge span kemijoki river northern finland
"Sales came in at 241 mln eur , compared with 211.4 mln , and also beating consensus forecasts of 235 mln eur .",positive,sale come mln eur compare mln also beat consensus forecast mln eur
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",positive,thanks multiply effect wagon performance transport much efficient say development manager juha malkia vr cargo
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",positive,company make garden tool scissors consumer goods say earnings boost mln eur income receive pct shareholding finnish engineering group wartsila
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,positive,company anticipate turnover whole surpass previous year eur million
The EPS improved to EUR0 .38 from EUR0 .27 .,positive,eps improve eur eur
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",positive,financial impact estimate annual improvement eur division result fiscal year
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",positive,financial impact estimate meur annual improvement division result start fiscal year
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,positive,rationalization operation seek achieve eur million yearly savings second quarter current financial year
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive,sale result gain eur million second quarter oriola kd support finnish company strategy focus pharmaceutical wholesale retail operation
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",positive,turun kaupunkin finland base company award contract lemminkainen talotekniikka oy electrical installation work
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,positive,moderate significant change result significant reduction estimate cvd risk
Uponor improved its performance in spite of the decrease in residential construction in the US .,positive,uponor improve performance spite decrease residential construction we
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",neutral,simultaneously responsibility area extend legal affair cover also merger acquisition
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",neutral,plant ground continue grow success garden lie well maintain
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",neutral,poyry contract include engineering management civil detail engineering service time scheduling procurement service
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",neutral,addus service include personal care assistance activity daily living skilled nursing rehabilitative therapy adult day care
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",neutral,aldata solution oyj bertrand sciard president ceo information aldata solution oyj bertrand sciard president ceo telephone aldata retail wholesale aldata business dedicate retail wholesale business improvement
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,neutral,alfa group voting stock new company telenor free float
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,neutral,altogether subject mildly elevate cholesterol level participate four month long intervention
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral,arto ryymin bear replace juhani kaisanlahti work act evp healthcare welfare since august
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral,capman haavisto responsible group finances accounting
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",neutral,cablevision system corp cvc madison square garden division own operate new york knickerbocker basketball team also madison square garden be to new york ranger hockey team new york liberty woman basketball team hartford wolf pack hockey team
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",neutral,capman six investment area capman buyout capman technology capman life science capman russia capman public market capman real estate dedicate team fund
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",neutral,capman plc press release march jukka ruuska president omx nordic exchange stockholm stock exchange transfer capman effective late september
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",neutral,cent profile contain business operation company history major product service prospect key competitor structure key employee location subsidiary
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-323-6201 USA .",neutral,conference call participate via conference call please dial minute begin event europe usa
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,neutral,construction schedule start april June complete early
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",neutral,found strand associate provide civil environmental transportation electrical mechanical engineering service employee office Wisconsin alabama illinois indiana kentucky ohio
Halonen 's office acknowledged receiving the letter but declined comment .,neutral,halonen office acknowledge receive letter decline comment
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",neutral,headquarter city company nearly year old focus science base innovation technology environmental measurement
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",neutral,Lee man combine annual production capacity close million tonne paper tonne pulp
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",neutral,method smelt spout separate work area shielding wall arrange movable relation smelt spout
"It is necessary to strengthen the company 's operations , however .",neutral,necessary strengthen company operation however
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral,le lay succeed walter nter base finland
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",neutral,lemminkainen infra oy subsidiary lemminkainen sverige ab perform construction work expect start early complete summer
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",neutral,Los Angeles base pacific office property trust acquire own operate office property western focus initially market honolulu san diego Los Angeles phoenix
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",neutral,mr mikko saavalainen head comptel global sale conclude gibtelecom provide perfect illustration variety business technical regulatory challenge operator face oss today
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",neutral,professional consumer application include personal navigation personal safety field workflow management asset tracking
Satama and Trainers ' House will remain as names and independent brands of the business areas .,neutral,satama trainer house remain name independent brand business area
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",neutral,mention shareholder suggest monthly salary eur would pay board member outside company
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",neutral,address location provide local controller preferably wireless transmission use address location access appliance control module
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,neutral,bank also examine benefit transfer swedish business operate branch office operation would govern finland law
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+skyl+ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral,donation grant aalto university university helsinki tampere turku eastern finland jyv skyl oulu vaasa polytechnics announce late
"The guidance has been set at 90 basis points over mid-swaps , the report said .",neutral,guidance set basis point mid swap report say
The invention carries International Patent Publication No. .,neutral,invention carry international patent publication
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",neutral,inventor bylander johan ponten fredrik lundberg jorgen
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",neutral,inventor mukkavilli krishna kiran sabharwal ashutosh aazhang behnaam
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",neutral,inventor ridge justin bao yiliang karczewicz marta
The issuer is solely responsible for the content of this announcement .,neutral,issuer solely responsible content announcement
"The market making in accordance with the agreement will begin on September 24 , 2009 .",neutral,market making accordance agreement begin september
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",neutral,offer price million include cash million net debt assumption face million worth cencorp share issue savcor
The original patent was filed in Finland under application No. .,neutral,original patent file finland application
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,neutral,swedish subsidiary hold net smelter return nsr royalty two advanced copper project northern sweden viscaria adak project develop avalon mineral ltd asx avi
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",neutral,total investment vantaa plant extension amount around million euro okmetic share investment worth around million
"You need to be ready when the window opens up , Rosberg said .",neutral,need ready window open rosberg say
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',neutral,director shareholder alike ask practice allow continue
`` The issues identified by Stonesoft affect a range of content inspection technology .,neutral,issue identify stonesoft affect range content inspection technology
`` They want my credit card info and my personal details .,neutral,want credit card info personal detail
About Dopplr Dopplr is a service for smart travellers .,neutral,dopplr dopplr service smart traveller
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",neutral,accord sweden minister local government financial market mat odell decision sell state share telecom group teliasonera carry cooperation state finland
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .",neutral,accord capman plc corporate governance majority committee member shall independent company
"According to Finnair Technical Services , the measure is above all due to the employment situation .",neutral,accord finnair technical service measure due employment situation
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",neutral,accord honka japan manage director marko saarelainen honkarakenne export ready make log house japan year
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",neutral,accord preliminary datum slovakia statistic office goods worth million import finland january october making percent slovakia total import
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",neutral,accord seikku retail sector finland control large actor food manufacturer still relatively small
"Also , a six-year historic analysis is provided for these markets .",neutral,also six year historic analysis provide market
"Also , a six-year historic analysis is provided for this market .",neutral,also six year historic analysis provide market
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,neutral,amanda say already make usd investment commitment russia partner ii fund july
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",neutral,invention release patent office say chamber pressurize
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,neutral,audio webcast available live archive cerner web site
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,neutral,basware order matching automatically match purchase invoice approve purchase order
"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",neutral,capacity facility make finland vaahto group ton light coat paper
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",neutral,capman asset manager eur billion worth asset management nordic region
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",neutral,capman four investment area capman buyout capman technology capman life science capman real estate dedicate team
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral,castecka say town hall would hold talk investor interested zone
"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",neutral,change announce today effective close trading Friday June
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",neutral,ch expo freight major finnish fair exhibition culture logistics company provide logistics service various event land air sea
Competition authorities will have to approve the deal before it can be finalized .,neutral,competition authority approve deal finalize
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",neutral,complete name shareholder otto henrik bernhard nyberg information please contact maija liisa friman ceo telephone
Completion of the transaction is subject to a final agreement and a Due Diligence process .,neutral,completion transaction subject final agreement due diligence process
Construction is expected to be completed in the summer of 2011 .,neutral,construction expect complete summer
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,neutral,dragonfly love another video shot start finish use nokia
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",neutral,elcoteq electronics manufacturing service ems business segment serve customer globally engineering manufacturing fulfillment service
"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",neutral,eqt complete exit salcomp finnish company make mobile phone charger sell remain stake swedish investment group nordstjernan euro million million
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",neutral,financialwire tm cooperation investrend broadcast syndicate also provide complete daily conference call webcast schedule service shareholder investor via firstalert tm network oefirstalert tm daily
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",neutral,follow registration number issue outstanding share basware
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,neutral,fortum previously buy state hold stake tgk rao ue reform
